model_name,model_description,accuracy,hamming_accuracy,jaccard_score,precision,recall,f1_score,used_decission_threshold,best_decission_threshold,best_threshold_f1_score
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.14462605250123825,0.8957013633638331,0.4811308520295681,0.5988700564971752,0.709911978568695,0.649680413273794,0.3,0.3455161,0.6512722991940596
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.0946012877662209,0.873751987695837,0.42180038204393505,0.5286547957504115,0.6760428626100268,0.5933327735326224,0.3,0.30973503,0.5941685031361249
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.06983655274888559,0.8734131018482313,0.41948595337716676,0.5278279181708785,0.6714504401071565,0.5910392454101399,0.3,0.28565338,0.5936110653713158
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.08172362555720654,0.8772711868825109,0.4346103038309115,0.5385416666666667,0.6924990432453119,0.6058931860036831,0.3,0.33229655,0.6098992553657467
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.16295195641406637,0.8963009306326738,0.48067885117493475,0.6020274689339438,0.7045541523153463,0.649268206665491,0.3,0.3558007,0.650013775369639
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.1644378405151065,0.8960923854956857,0.48038065441272326,0.6011419249592169,0.7051282051282052,0.6489961253962662,0.3,0.29085782,0.6498466929478756
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.11441307578008915,0.8891321915487083,0.4679759819864899,0.5747426640036872,0.7158438576349024,0.6375798892202813,0.3,0.3291713,0.6387545078722844
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.16790490341753342,0.8980735642970725,0.4749563582650732,0.6142757902049323,0.6768082663605052,0.6440276766205391,0.3,0.3481544,0.6456265218205657
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.1723625557206538,0.9002632882354474,0.4722030624913781,0.62853470437018,0.6549942594718714,0.6414917541229385,0.3,0.30672997,0.6423330197554092
SBERT with NN,"model_name: SBERT with NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.12828132738979692,0.895649227079586,0.4746029662685392,0.6017640206357131,0.6919249904324531,0.6437027147307521,0.3,0.28734094,0.645042194092827
