model_name,model_description,accuracy,hamming_accuracy,jaccard_score,precision,recall,f1_score,used_decission_threshold,best_decission_threshold,best_threshold_f1_score
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.0787518573551263,0.8752639399390005,0.42321600771456125,0.5335055462695639,0.6718331419823957,0.5947319386804438,0.3,0.30268735,0.5954081632653061
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.08519068845963348,0.8763848700503115,0.4214250854075159,0.5376712328767124,0.6609261385380788,0.5929613733905579,0.3,0.2998019,0.5932915844556919
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.11490837048043585,0.8819113161804958,0.43733697677307165,0.5548376930349826,0.6737466513585917,0.608537849982717,0.3,0.34276626,0.6117308384310903
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10500247647350174,0.8806861135006908,0.43563501849568437,0.550568801620695,0.6760428626100268,0.6068882590397664,0.3,0.30599558,0.6084922010398613
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.09806835066864784,0.8829540418654362,0.4386096524131033,0.5585987261146497,0.6712590891695369,0.6097688162697723,0.3,0.28714845,0.6116421987026289
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.13868251609707777,0.8863950366257397,0.4422116984512991,0.5718305196954651,0.6611174894756985,0.6132410365637203,0.3,0.25429103,0.6152266894781865
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10747894997523527,0.8809207267798024,0.4396467124631992,0.5505376344086022,0.6858017604286261,0.6107702794819359,0.3,0.3122696,0.6128080527594586
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10401188707280833,0.883553609134277,0.43867805981402364,0.5609834484975093,0.6680061232300039,0.6098349200803563,0.3,0.27802244,0.613401187446989
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.06240713224368499,0.8638200255467793,0.3904317386231039,0.5001494768310912,0.6402602372751627,0.5615978516280632,0.3,0.28704232,0.5625567759517713
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.08816245666171373,0.8752639399390005,0.4192256341789052,0.5340961806092469,0.6609261385380788,0.5907808090310441,0.3,0.312947,0.5910239651416123
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.06785537394749876,0.8661922264800188,0.396968984962406,0.5069767441860465,0.6465748182166092,0.568328988310487,0.3,0.2801008,0.5707111615098007
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.09311540366518078,0.8782617762832043,0.43152769324406576,0.5425466789103153,0.678339073861462,0.6028911564625851,0.3,0.29061985,0.6043577016909228
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.0782565626547796,0.8756549620708532,0.42314669246583625,0.5348517273005197,0.6695369307309605,0.5946634942216179,0.3,0.28535226,0.5965753991231698
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.08122833085685983,0.8752118036547535,0.4211608222490931,0.5336295388386701,0.6664753157290471,0.5926997362375563,0.3,0.2878109,0.5935354212024787
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10450718177315503,0.8808164542113084,0.4361820199778024,0.5509345794392523,0.6768082663605052,0.6074188562596599,0.3,0.29444405,0.6090373280943026
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10401188707280833,0.8804254320794557,0.4336337819483887,0.5500391542678152,0.6720244929200153,0.6049435879769185,0.3,0.3302386,0.6064299593711359
Word2vec pretrained by google with NN,"model_name: Word2vec pretrained by google with NN, model_architecture: [layer_sizes: [300, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.0861812778603269,0.8770105054612758,0.41796200345423146,0.5405232929164008,0.6482969766551856,0.5895249695493301,0.3,0.27184314,0.5916771752837326
