model_name,model_description,accuracy,hamming_accuracy,jaccard_score,precision,recall,f1_score,used_decission_threshold,best_decission_threshold,best_threshold_f1_score
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.09905894006934125,0.8802168869424676,0.4400438703387765,0.5478683052647549,0.6909682357443552,0.6111534230346112,0.3,0.33471552,0.6136182990373575
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.1030212976721149,0.8881676702901384,0.4567557300240598,0.5745460337687162,0.6902028319938768,0.627086230876217,0.3,0.30743447,0.6275783375757044
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.12283308568598315,0.8897578269596725,0.46697756491051173,0.5777327303913925,0.7089552238805971,0.6366526333877481,0.3,0.30886754,0.6375054135989607
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.13620604259534422,0.8913479836292068,0.4719371595084252,0.5827596996245307,0.712782242632989,0.6412463418832846,0.3,0.34625056,0.6421788209998207
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.15354135710747896,0.8957274315059566,0.47794309579744193,0.6005247622171204,0.7007271335629545,0.6467679265277289,0.3,0.2775871,0.6484144862242245
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.12233779098563645,0.8888975782695967,0.46591478696741856,0.5744746600741656,0.7114427860696517,0.6356642161053171,0.3,0.3433164,0.6366788158947462
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.13224368499257058,0.8900967128072782,0.46224489795918366,0.5809554344341135,0.6934557979334098,0.6322400558269365,0.3,0.3489632,0.6347620777333819
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.14611193660227836,0.8951017960949923,0.4775383017398078,0.5976600584985375,0.703788748564868,0.6463971880492091,0.3,0.29674366,0.6469607929129024
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.079247152055473,0.870232788509163,0.40878859857482186,0.5186859553948161,0.6586299272866437,0.5803405833754847,0.3,0.3382154,0.5813768051740942
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10104011887072809,0.8795912515315033,0.43643240605173256,0.5463571101267756,0.684462303865289,0.6076615985730061,0.3,0.31748945,0.6097412215735819
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 100, 100, 100, 100, 100, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.0861812778603269,0.8766194833294231,0.42595512431776833,0.5377430715051293,0.6720244929200153,0.597431317512971,0.3,0.33282304,0.5997884344146686
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.1109460128776622,0.8845702666770939,0.44918522204254263,0.5621108343711083,0.6909682357443552,0.6199141630901287,0.3,0.31887093,0.6227946365561046
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.13273897969291729,0.8887411694168557,0.4673655310121053,0.5733312921004287,0.7166092613853808,0.6370130974655555,0.3,0.3235648,0.6390388298798537
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 500, 500, 500, 500, 500, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.11540366518078257,0.8878809207267798,0.4581075973289656,0.5728690720025209,0.695752009184845,0.6283591117255681,0.3,0.9965449,
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: ReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10500247647350174,0.8836318135606476,0.4518664047151277,0.5577447711427705,0.7041714504401072,0.6224627875507444,0.3,0.34629783,0.6253150882247028
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: PReLU, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.10846953937592868,0.8838403586976357,0.4594201140361519,0.5565843621399177,0.7246460007654038,0.6295926849542809,0.3,0.36270192,0.6305525460455038
Bert with cls and NN,"model_name: Bert with cls and NN, model_architecture: [layer_sizes: [768, 1000, 1000, 1000, 1000, 1000, 19], dropout_layers: [0.5, 0.5, 0.5, 0.5, 0.5, 0.5], hidden layer activation: Tanh, final_layer_activation: Sigmoid], optimizer: Adam, loss_function: BCELoss learning_rate: 0.001, epochs: 100, test_split_ratio: 0.2, random split state: 10",0.12431896978702328,0.8886108287062381,0.454417773237998,0.5772911597729116,0.6810179869881362,0.6248792906680711,0.3,0.3502353,0.6275090185921746
